reviewId	reviewer	datePublished	starRatingOutOfFive	reviewTitle	reviewComment	source
459	DistinctPanda-40254	09/13/2020	5	Great Price	"""Cheeper than anyone and most!"""	https://americanaed.com/
460	CleverJaguar-87014	09/12/2020	3		"""I wanted to buy extra pads and an extra battery but I could only use one coupon."""	https://americanaed.com/
461	KindImpala-84563	09/12/2020	5	Very Easy to Order	"""Have been ordering from this place for many years and no issues."""	https://americanaed.com/
462	MushyDinosaur-97758	09/11/2020	5	300 Dollar Coupon!	"""Really grateful for the 300 dollar coupon.  Thank you American AED.  This will be our 3rd AED at our facility now.  Other sites were charging over 1,700 dollars for the Zoll AED Plus and I feel like we got a steal of a deal at 1,400 dollars!"""	https://americanaed.com/
463	PleasantPanther-71283	09/09/2020	5		"""Very easy to order. Hope the shipping is good as well"""	https://americanaed.com/
464	ObedientStingray-41515	09/08/2020	5	Great product-great price	"""Thanks for this package deal for churches!"""	https://americanaed.com/
465	FriendlyPeacock-68932	09/04/2020	5		"""The online ordering flowed nicely!"""	https://americanaed.com/
466	VastSalmon-10132	09/01/2020	5	Don't go to Amazon!	"""The same kit on Amazon was around $500 more!!!  This is the 2nd AED kit I've purchased from American AED and both times I've been completely satisfied.  Thanks!"""	https://americanaed.com/
467	shoebvco	08/29/2020	5	Shockingly great products and service	"""Ordered two AEDs, one for me and one for relative who recently had a cardiac event.  Both delivered free and promptly for a great price with American AED’s instant discount. Also ordered a second set of adult pads upon advice of a nurse friend.  Great instructional video on-line."""	https://americanaed.com/
468	FaithfulFinch-49618	08/29/2020	5	getting back to school...	"""able to find what the school/church needed quickly and ""painlessly"""""	https://americanaed.com/
469	KindBat-20856	08/28/2020	5	Best pricing I was able to find anywhere.....	"""Way better than Tiger Medical in every catagory."""	https://americanaed.com/
470	GentleCondor-97371	08/27/2020	5	Easy to save lives!	"""As an emergency medicine nurse and prehospital nurse for nearly 50 years, I know the importance of rapid electrical intervention (defibrillation) for sudden cardiac arrest. American AED has made it very easy and affordable to purchase a top quality AED for my friend's diner."""	https://americanaed.com/
471	BlueMoth-99034	08/27/2020	5	amazon style cust service 120%	"""10/10 great experience///"""	https://americanaed.com/
472	GlamorousLion-26634	08/26/2020	5	You saved my life....	"""excellent customer service via chat before I purchased the Philips HeartStart OnSite.  All of my questions were answered quickly and I was even told what the best (most) discount was."""	https://americanaed.com/
473	SpotlessMacaw-67399	08/25/2020	5	Great service!	"""Thanks for a great buy!!!!"""	https://americanaed.com/
474	DistinctPony-64211	08/24/2020	5		"""Very useful site to use. Thank you"""	https://americanaed.com/
475	bertbowe	08/24/2020	5	This company has it together.	"""I like American AED's website - it has a lot of excellent defibrillator information, including a specs document for a Defibtech model, plus a good price.  When I called with some questions, Carlos was very helpful.  I was impressed enough to set up an account."""	https://americanaed.com/
476	ClearFalcon-51434	08/23/2020	5	Best prices we could find on AED	"""This site had the very best prices on AED.
Now we need to be patient as we wait for our order to arrive."""	https://americanaed.com/
477	GoodPanda-85228	08/22/2020	5		"""It worked, and the guy’s not dead!
The ref will live to call another game!
Thank you American AED!"""	https://americanaed.com/
478	TastyCondor-9215	08/22/2020	5	Quick and easy!	"""Thanks for making it easy!"""	https://americanaed.com/
479	AdventurousWombat-41831	08/21/2020	5	Great coupons!	"""Ordering was super easy. Purchasing for my hubby who has sustained a flutter, just preparing for the worst. Also good for personal training."""	https://americanaed.com/
480	JollyCrow-35066	08/20/2020	4	STRESS-FREE!!!	"""Very easy to order! Thank you!"""	https://americanaed.com/
481	mariomancero	08/19/2020	5	Saving Lives Matters	"""It was quick and easy. In my line of work you never know when you may have to use it, eventhough i hope i never have to use it. Thank you for making this experience a pleasant one."""	https://americanaed.com/
482	PlainPartridge-9953	08/19/2020	5	Quick & Easy	"""Was easy to navigate to what I needed, called to ask a question.  Sales person was polite, courteous and knowledgeable.  Answered my question and I was able to continue my purchase online.
Thank you."""	https://americanaed.com/
483	ElatedRaven-30480	08/19/2020	5	Needed a New AED machine	"""Best place to get a new AED"""	https://americanaed.com/
484	DunMovin	08/17/2020	5	JP done movin	"""Super easy to use website and very specific details.  Really appreciate the future assistance with supplies."""	https://americanaed.com/
485	EnchantingJaguar-44397	08/17/2020	5	So quick to order and a discount too!	"""Easy to navigate website, great customer service chat, all my questions answered."""	https://americanaed.com/
486	CuteFalcon-70798	08/16/2020	5	Church AED Arizona Custome	"""Four all I was looking for, Quick, Easy, and all in stock. This is our second order from this company and it meets my complete satisfaction."""	https://americanaed.com/
487	DelightfulMoth-64025	08/16/2020	5	Be Mindful Be Well Be Safe	"""Always great service please have your rep call on me at: Goffstown Smiles 17 A Tatro Dr Goffstown NH 03045. ***-***-****.  Dr Mitch Couret
Jamie Saltzman still with you."""	https://americanaed.com/
488	AdventurousReindeer-7654	08/14/2020	5	ZOLL is the best!	"""Called and then ordered online. Have used a Zoll AED before and feel it is superior to others!"""	https://americanaed.com/
489	WittyRobin-35740	08/14/2020	5	best prices around	"""looking all over the internet this is the most cost effective company that will actually ship to me out here in maui.  I run a scuba diving outfit Prodiver maui, and we currently own one of these units, and are looking to add another one to our fleet.....stay with the Phillips brand, as it is the best!"""	https://americanaed.com/
490	HelpfulRoadrunner-81797	08/14/2020	5	Couldn't have been easier to order	"""Auto fill of info didn't take one minute.  So easy."""	https://americanaed.com/
491	ryan-88133	08/13/2020	5	Easy to navigate site	"""Great Experience.  Much better pricing than on amazon and with simple check out and free shipping.  Highly recommend"""	https://americanaed.com/
492	FoolishViper-59162	08/12/2020	5	Keeping our patients safe!	"""Thank you for your assistance with our purchase for our dental office."""	https://americanaed.com/
493	NiceLizard-23251	08/12/2020	5	quick and simple	"""I did quite a bit of research and found what I needed at American AED. I look forward to receiving the item."""	https://americanaed.com/
494	TiredWhale-18245	08/11/2020	5	Quick and easy	"""Site gives good information - added value of cabinet included - good price - good reviews"""	https://americanaed.com/
495	CrowdedCat-4276	08/11/2020	5	Great as far	"""Quick and easy checkout experience. I was also able to find a really good coupon on the site."""	https://americanaed.com/
496	DizzyCaribou-81232	08/10/2020	4	good	"""swift but pricey.  could use a discount for schools"""	https://americanaed.com/
497	FairCrow-93525	08/09/2020	5	Nifty jippy	"""Very quick with very satisfying ordering process. No hassle at all placing my order. Hope the delivery goes as quick and as smoothly as the ordering, I’d definitely recommend to others!"""	https://americanaed.com/
498	CrowdedJaguar-65861	08/09/2020	3	Easy AED	"""Always thought should have one at the office. Nice big coupon!"""	https://americanaed.com/
499	PowerfulShark-81240	08/08/2020	5	Great purchasing ex	"""Excellent, user-friendly website that explains basic AED features and accessories quite well. Thank you, American AED."""	https://americanaed.com/
500	FineTortoise-10153	08/07/2020	5	Easy Peasy	"""Simple web sight, tax & shipping Free, good prices"""	https://americanaed.com/
501	ObedientLeopard-58488	08/06/2020	5	Easy Ordering	"""The ordering process was easy and the information about the device was  easy to find. I purchased the unit to have on hand for scuba diving as part of my dive emergency management planner kit."""	https://americanaed.com/
502	ampy	08/05/2020	5	Easy Ordering - Great Value	"""Easy to navigate site. Complete package options at a great price."""	https://americanaed.com/
503	BusyCat-16156	08/05/2020	5	Cool	"""Easy purchase , hope the order goes through without any delays"""	https://americanaed.com/
504	ColorfulHorse-10217	08/04/2020	5		"""VERY EASY WEBSITE TO ORDER FROM AND PROMPT DELIVERY"""	https://americanaed.com/
505	colljn	08/01/2020	5	Great prices!	"""Great Prices!  Great Selection!  Easy Ordering!"""	https://americanaed.com/
506	AdorableAnteater-64172	07/30/2020	5	Happy Customer!!   Learned my lesson!!!	"""I recently ordered this same equipment from another company due to discount offered.  After over a month and two additional correspondences, I still had not received my order.  I cancelled my order with them.  I got on your site and had my order submitted within five minutes.  I have always used your company in the past and will continue to do so.  I believe my church and my senior center that I do this AED upkeep of equipment deserve the best service.  I have always found it with American AED.  Thank You."""	https://americanaed.com/
507	WanderingSparrow-22920	07/29/2020	5	EASY	"""Easy experience.  Was done with purchase and comparison shopping in under 30 minutes."""	https://americanaed.com/
508	PoisedBat-63335	07/29/2020	5		"""Very easy site to find what I needed"""	https://americanaed.com/
509	BrainyRooster-48170	07/28/2020	5		"""This was an easy site to shop on and I also contacted your customer service and the gentleman I spoke to was very pleasant! I will definitely be ordering from you again in the future."""	https://americanaed.com/
510	OutstandingRat-70745	07/28/2020	5		"""Had good experience in past buying equipment and supplies"""	https://americanaed.com/
511	BrightStork-95424	07/28/2020	5	Quick an Easy	"""Easy order, great price!!"""	https://americanaed.com/
512	ThoughtfulZebra-77930	07/27/2020	2	not helpful	"""I called several times and could not get through to get a coupon code.  I had to pay full price,"""	https://americanaed.com/
513	GloriousFish-57598	07/27/2020	5	Shocking	"""Positive experience ordering
Thank You"""	https://americanaed.com/
514	TameStingray-22737	07/26/2020	5	Quick and Easy	"""The website is easy to use. They provide all of the information I had questions on. I was able to easily find information and process on accessories. I would definitely recommend this site and will use them in the future."""	https://americanaed.com/
515	PleasantMarlin-13569	07/25/2020	5		"""The order was easy to do, and web page easy to navigate."""	https://americanaed.com/
516	PowerfulBison-62887	07/24/2020	5	I am waiting to see it firs	"""I’m Anesthsia dr and I will have for my church"""	https://americanaed.com/
517	ShyBeetle-44561	07/24/2020	5	painless	"""I bought it. Ipaid  for it. youre going to ship it. all good"""	https://americanaed.com/
518	AnxiousGecko-59275	07/24/2020	5	Shockingly good prices	"""Great price
Great website"""	https://americanaed.com/
519	EnchantingWolverine-75939	07/24/2020	3	AED PURCHASE	"""Ordering it great, answered all my questions over the phone.   I will know more once I receive the product"""	https://americanaed.com/
520	CheerfulCrow-35772	07/23/2020	5	Fast and easy!!	"""Great package deal and love the coupon!!"""	https://americanaed.com/
521	hudson_sheree	07/23/2020	5	user friendly	"""website was very easy to maneuver through"""	https://americanaed.com/
522	EncouragingSnake-7597	07/22/2020	5	Got a discount added when I asked a question on chat before I checked out!	"""I was ordering for my government agency online and contacted chat to confirm no sales tax would be added when I checked out, which they did and then gave me a discount code for $200 dollars off - Fantastic!"""	https://americanaed.com/
523	TameLlama-30806	07/20/2020	5	Great Value	"""Easy ordering process, I will be back.."""	https://americanaed.com/
524	KindTurkey-43879	07/19/2020	5	Easy to use web site and certainly appreciated the $200 coupon	"""looking forward to having this in our house"""	https://americanaed.com/
525	CheerfulSpider-66988	07/17/2020	5	Shockingly good!	"""You web site is great!  Good descriptions and easy to follow."""	https://americanaed.com/
526	DelightfulGuppy-46203	07/16/2020	5	Easy & Fast	"""We needed a machine for our church. This is a top rated company, great reviews. And discount for churches. Easy to order and fast service."""	https://americanaed.com/
527	FoolishWhale-57172	07/16/2020	5	Quick & Easy!	"""The website is easy to navigate, easy to either check out as a guest or create an account."""	https://americanaed.com/
528	TameBass-97370	07/15/2020	5	I heart American AED!	"""Such an easy order and transaction process!"""	https://americanaed.com/
529	LivelyGuppy-71061	07/15/2020	5	Simple & Easy 	"""Just ordered an AED and seemed pretty straight forward. Will update the review with more information once I receive it."""	https://americanaed.com/
530	WanderingBeetle-54981	07/15/2020	3	OK	"""OK it was just OK, yeah, OK"""	https://americanaed.com/
531	MushyChameleon-6651	07/14/2020	5	Heartbeat2020	"""the site was easy to navigate and painless not like a heart attack!"""	https://americanaed.com/
532	FaithfulBison-49497	07/14/2020	5	Easiest site to order from	"""We are very excited about getting our first AED for our office!  Their chat rep was helpful, answered as if he really knew what he was talking about. I was able to get two answers quickly...and then I ordered 15 minutes later. Can't get any easier. Hopefully shipping will be quick, all arrives soundly, and we can have this peace of mind in our office with the new AED."""	https://americanaed.com/
533	BrightFlamingo-11975	07/10/2020	5	Great experience-Life Saving!	"""Excited to have the ability to insure we have life saving measures to offer in the event needed during our nonprofit events. Holding events out in the back country having an AED could be life and death. American AED was able to help us obtain an AED that was within our price range and able to meet our needs!"""	https://americanaed.com/
534	CarefulFlamingo-69902	07/09/2020	5	Easy and hassle free shopping experience	"""So far it was painless process. Will see how the shipping goes. This will be a great addition to our office"""	https://americanaed.com/
535	kalebahill	07/09/2020	5		"""Great experience, helps our church members stay safe"""	https://americanaed.com/
536	CalmWalrus-19269	07/08/2020	5	Bang for the buck	"""Looked around, 11.00 less than any other site i found with free shipping."""	https://americanaed.com/
537	BlueSquid-12174	07/08/2020	5	Don’t skip a beat, on this screaming deal!	"""Best price, on the market, especially with 15% off, with their coupon. Better deal than what my health care website offers, though my job! I’m a personal trainer on the side, so this is a MUST have for my older clientele!"""	https://americanaed.com/
538	SillySparrow-59073	07/07/2020	5		"""Very easy and quick process!"""	https://americanaed.com/
539	BraveNightingale-78400	07/07/2020	5	Best Deal for a quality piece of equipment manufactured by an industry leader	"""When you need a life-saving device, do you want one that was made by the lowest bidder or one that you know will work?  I choose work over cost every time.  When someone you love has a cardiac event, what are you going to do?  Are you going to panic and go to pieces?  Are you going to comfort them and pray help arrives in time?   Or are you going to jump into action, call 911 to get medical help started your way, and then start administering first aid?  If it is the later an AED can make all the difference in the world in how this cardiac situation turns out.  An ounce of prevention is worth the pound of cure.   You don't want to have to live with the what if's, put yourself in a position to be the hero that you know you can be."""	https://americanaed.com/
540	CarefulRat-95783	07/04/2020	5		"""Great purchase experience"""	https://americanaed.com/
541	AdventurousHorse-41431	07/03/2020	5	Bbq bob	"""Quick and easy ordering online"""	https://americanaed.com/
542	BluePenguin-68142	07/02/2020	5	Easy	"""Easy to order and appreciated the discount"""	https://americanaed.com/
543	PowerfulLadybug-68156	07/02/2020	5		"""Great product at that affordable pricing"""	https://americanaed.com/
544	AmusedHyena-59557	07/01/2020	5	Easy!	"""Options at website very clear, helpful for choosing product."""	https://americanaed.com/
545	EnergeticGazelle-66969	06/30/2020	4	Easy to find what we need	"""Easy to find what we need and easy to order."""	https://americanaed.com/
546	EnchantingHawk-88233	06/30/2020	5	Great price and service!	"""Checked for this on Amazon but it couldn't be shipped to my address...but no problem here, plus it was free shipping.  Wonderful!!!"""	https://americanaed.com/
547	ColorfulBee-89133	06/30/2020	5	Resuscitated my belief in good deals are still out there!!	"""Great deals on AED packages we purchased 5 for our job sites and corporate office."""	https://americanaed.com/
548	QuaintMacaw-25607	06/29/2020	5		"""great experience, even when I needed to revise cart to add coupon code
Thank-you!!"""	https://americanaed.com/
549	GoodMink-10479	06/29/2020	5	Killin' It!	"""Very easy to make this purchase! Straight forward and great product lines!"""	https://americanaed.com/
550	GiftedJaguar-82366	06/29/2020	5		"""Easy ordering process."""	https://americanaed.com/
551	PerfectPelican-74682	06/29/2020	5	Easy AED	"""Better price, easier to order"""	https://americanaed.com/
552	FunnyToucan-87640	06/27/2020	5	Everything worked on the site this tome	"""Thank you it was easy but submitting feedback seems off"""	https://americanaed.com/
553	ONEREVIEWER	06/26/2020	5	Shocking Good Prices for AED replacement battery and pads	"""Fast check out and great prices for replacement HEARTSINE Samaritan PAD 350p pad-pak-01 replacement battery and pads."""	https://americanaed.com/
554	KindRooster-84436	06/26/2020	5	Satisfied Shopper	"""All the information about the product was easy to access and understand taking the guess work out of the process of researching and purchasing an AED."""	https://americanaed.com/
555	BraveMongoose-36711	06/26/2020	5	Great Price	"""Love It.  Pricing is great and easy to find products"""	https://americanaed.com/
556	AdorableHamster-61184	06/25/2020	5	Easy and Best Prices!	"""Using this website was so easy and the prices were the best I could find!  I am very satisfied with the experience!"""	https://americanaed.com/
557	BetterGuppy-95876	06/24/2020	5	Easy Peeze Lemon Squeeze!	"""Great product.  Easy to order. Nice safety addition to our church."""	https://americanaed.com/
558	SleepyBear-83077	06/22/2020	5	Very Easy!!!!   	"""Very easy to navigate the sight.  Very helpful"""	https://americanaed.com/
559	SparklingCaribou-21523	06/22/2020	5	Easy to navigate	"""Very easy to find products and great product descriptions. Smooth checkout."""	https://americanaed.com/
560	SmilingZebra-17356	06/19/2020	5	Easy and fast.	"""Buying process was easy and fast. Clear information was provided."""	https://americanaed.com/
561	SpotlessTurkey-87293	06/18/2020	5	So far, so good	"""I just placed my order and am pleased with how easy it was. Will follow up once I receive it."""	https://americanaed.com/
562	StormyFirefly-70945	06/18/2020	4	Easy to order	"""Order placement was very easy."""	https://americanaed.com/
563	CutePony-80994	06/17/2020	5	Haunted attraction 	"""The ordering was very easy .  Now I feel safe when we have customers come to our attraction."""	https://americanaed.com/
564	DistinctRobin-74986	06/17/2020	5	Easy-peasy lemon squeezy...	"""Easy to select and order products thru your website."""	https://americanaed.com/
565	jepatterson	06/16/2020	5	Jfire914	"""I was very satisfied with my transaction on line today"""	https://americanaed.com/
566	ElegantGrasshopper-14106	06/16/2020	5	Easy to order	"""This was a very easy site to navigate and easy to place an order"""	https://americanaed.com/
567	ZanyPiranha-45517	06/16/2020	5	Easy Cheesy Breezy	"""American AED's on-line ordering process was quick and simple. We needed 4 matching AEDs, American AED had exactly what I wanted and the checkout took less than 3 minutes. I will be using American AED again in the future."""	https://americanaed.com/
568	ElegantOtter-97328	06/15/2020	5	GOD IS GOOD!  ALL THE TIME!!	"""Very easy to fine the item needed, and easy to place order."""	https://americanaed.com/
569	ColorfulLizard-49181	06/15/2020	5		"""Easy to scroll thru various products. Ordering process was very straightforward"""	https://americanaed.com/
570	SparklingCardinal-93562	06/11/2020	5	Easy Peasy	"""Ordering couldn’t have been any easier!"""	https://americanaed.com/
571	SpotlessCricket-75116	06/11/2020	5	Good prices, easy shopping	"""Fast and easy, good prices"""	https://americanaed.com/
572	CuteRat-18002	06/11/2020	5	Revive your business	"""Purchasing and acquiring an AED could not have been easier or better."""	https://americanaed.com/
573	SpotlessSalmon-10184	06/10/2020	5		"""My shopping experience was very good, information on my AED was clear and concise."""	https://americanaed.com/
574	steve-781	06/10/2020	5	Great Start for our HeartStart Defibrillator	"""Easy purchase experience and user friendly website with a nice discount coupon available."""	https://americanaed.com/
575	LuckyGrasshopper-61000	06/10/2020	5	Great service	"""Our department was in need of replacement AED's, American had best price and service was excellent."""	https://americanaed.com/
576	LuckyHamster-75326	06/09/2020	5		"""Quick and easy to make purchases."""	https://americanaed.com/
577	ngarenn-1496	06/08/2020	5	Get it right, get it fast	"""I found it amazingly easy to use the website to compare instruments and select the one that fit our needs.  And reordering consumables was a five minute piece of cake."""	https://americanaed.com/
578	DizzyCaribou-50312	06/08/2020	5		"""Website was easy to navigate"""	https://americanaed.com/
579	rickjfly	06/05/2020	5		"""Easy order - took minutes. Great price."""	https://americanaed.com/
580	ShyOctopus-63039	06/04/2020	5	Great Deal	"""I have been searching for a AED package & was also pleased with the special offer price for the entire package."""	https://americanaed.com/
581	TX_Pony	06/02/2020	1	False advertising and then SPAM	"""Claimed to have product in stock, then missed deadline after deadline. Cancelled the order after weeks of false promises.
Now I get weekly emails from a mailing list they want me to confirm subscription to. We didn't sign up for their mailing list and having them try and subscribe us on our behalf is disgusting.
Stay away. They failed to deliver anything but SPAM"""	https://americanaed.com/
582	ColorfulQuail-8463	06/01/2020	3	Process was easy--but they would not honor coupon	"""One of our board members had researched this purchased and was given a coupon for $200 off from your site. When I ordered the $1400 AED unit I tried to apply the coupon and it was not honored. 

I don't like promotion games and felt let down.  The promotion reads:

American AED Exclusive
Order Now & Get $200.00 Off Instantly!
Use Coupon Code: AMERICAN200

Not a good feeling. We're a small non-profit and the coupon offer came into play in our decision."""	https://americanaed.com/
583	ElegantKangaroo-41913	05/30/2020	5	Safety’s First 	"""I am glad American AED supplied new with everything I needed"""	https://americanaed.com/
584	AverageButterfly-7788	05/27/2020	5		"""quick and easy to order...we'll see more when they arrive properly and on time!"""	https://americanaed.com/
585	ThoughtfulPartridge-79966	05/26/2020	5	Easy to order	"""This AED was easy to order and a great price."""	https://americanaed.com/
586	ObedientLobster-39782	05/25/2020	5	Extremely Easy Site to Navigate!	"""I read about defibrillators on the market and wanted to get one for the home. This site was extremely easy to use and was informative.!"""	https://americanaed.com/
587	SuccessfulNightingale-47962	05/23/2020	5	Presen	"""As I doctor I know an AED can mean the difference between life and death, but also between a return to baseline brain function or not. I bought this for my elderly parents for it’s ease of use and the hope it will offer."""	https://americanaed.com/
588	HappyPorcupine-68228	05/21/2020	5		"""Very good website. Thank you."""	https://americanaed.com/
589	QuaintOrca-69400	05/20/2020	5	Easy to use web site	"""The shopping experience was great. The website is informative and very easy to use. All of the information we needed in one place."""	https://americanaed.com/
590	ExuberantButterfly-95987	05/20/2020	5	The exact options I needed	"""I looked around for exactly what I wanted and needed in an AED. American AED gave me those options at a great price. Thank you American AED!"""	https://americanaed.com/
591	NiceCat-80775	05/19/2020	1	No response	"""I tried calling; no response and eventually got hung up on. I went to the website and open a chat; robo response was that everyone was busy.  I gave up and just ordered a new pad although I am not sure that is what is needed."""	https://americanaed.com/
592	ObedientBobcat-8042	05/19/2020	5	Was both easy and affordable.	"""Site proved easy to use and the pricing was reasonable and better than other sites for the same unit."""	https://americanaed.com/
593	ExuberantNighthawk-48657	05/19/2020	5	Order	"""Site very easy to use and easy to order what is needed."""	https://americanaed.com/
594	ElatedMockingbird-43131	05/18/2020	5		"""Easy to purchase. Will say more when I receive the unit"""	https://americanaed.com/
595	ThoughtfulGiraffe-45321	05/18/2020	5	quick and easy	"""very informative descriptions, good price.  Anxiously awaiting delivery for our business."""	https://americanaed.com/
596	ZanyCrow-50867	05/18/2020	5	Stress Free Experienc	"""The order experience was the easiest I've ever seen.  And the product was even on sale."""	https://americanaed.com/
597	LivelySeal-69215	05/17/2020	4		"""Simple ordering process,clear website"""	https://americanaed.com/
598	SpotlessAnt-93389	05/17/2020	5	Good price for refurbished	"""We bought this for church and it's a good price, We'd expect to pay that price just for an AED without the alarm box and child pads when we shopped around"""	https://americanaed.com/
599	LongGrasshopper-49629	05/15/2020	5	Good product, great price, simple checkout	"""what more can I say? good price, simple checkout."""	https://americanaed.com/
600	ranchman2012	05/15/2020	5	Right Price Right Item	"""Online chat was very helpful in making the proper decision."""	https://americanaed.com/
601	ColorfulLobster-71108	05/15/2020	5	Awesome!	"""Very is to use website , great product selection"""	https://americanaed.com/
602	BraveArmadillo-58718	05/14/2020	5	Very easy process.  Very competitive pricing 	"""Informative website and a quick and easy purchasing process."""	https://americanaed.com/
603	LuckyPartridge-8354	05/14/2020	5	Easy to order	"""Web site answered my questions and ordering easy."""	https://americanaed.com/
604	HelpfulFox-63288	05/13/2020	5	Quick and easy	"""Order process went well , good pricing"""	https://americanaed.com/
605	cfdbower	05/12/2020	5	Quick Purchase!	"""Very easy to get in and find what I was looking for. 2-3 minutes and an AED battery and pads are on their way."""	https://americanaed.com/
606	jkesmith1973	05/12/2020	5	Great prices and website	"""Compared prices to other sites and found that this one was better. Ordering was super easy."""	https://americanaed.com/
607	HilariousRaven-20317	05/12/2020	5		"""The site was straight forward and easy to follow to process order.  I look forward to receiving my product.  Will advise on purchase once received."""	https://americanaed.com/
608	BraveFlamingo-17210	05/11/2020	5	Protecting our employees	"""This will be the 3rd AED I have purchased for one of our locations... the first two arrived quickly and no issues."""	https://americanaed.com/
609	GlamorousBee-24488	05/02/2020	5	Easy to find desired items!	"""I have purchased items from this website before for our church. The extensive variety of items and the reasonable prices make this my first choice of vendors."""	https://americanaed.com/
610	SuccessfulParrot-19575	05/01/2020	5		"""Quick, easy, and affordable."""	https://americanaed.com/
611	AnxiousBoater	05/01/2020	5	Quick Service	"""I did not know for sure the timeline on pad and battery replacement.  I opened the web site and there was chat available with a representative.  I asked my question and had an answer within a minute or two at the most.  I placed an order for a new adult pad and have scheduled for a new battery next year.  All was quick and smooth.  Very good."""	https://americanaed.com/
612	LivelyWren-45202	05/01/2020	5	Very Easy to Order	"""The only detail I had to ask about was the prescription.  My question was immediately responded to and I was able to order within minutes."""	https://americanaed.com/
613	LivelyGoat-59600	04/30/2020	5	Easy Peasy	"""Just needed new pads (to be sure I have effective ones on hand) and a fresh battery. So glad to know I'll have my AED ready, hopefully never needed, but willing and able with a full charge. It gives me peace of mind to know that in the event of an emergency at home I have truly done all I can for the benefit of my family and friends."""	https://americanaed.com/
614	SpotlessPony-37534	04/30/2020	5	Easy order	"""Easy to do. 
Good pricing."""	https://americanaed.com/
615	MagnificentBadger-43503	04/30/2020	5		"""It was a very easy website and order process to follow! Good price and very satisfied with what is included in my order."""	https://americanaed.com/
616	OutstandingHyena-46920	04/28/2020	5	New to AED	"""So far the ordering process was great. I have not received my product yet though. Excited to get it!"""	https://americanaed.com/
617	howardrubio	04/28/2020	5	LIFESAVER	"""I'm the Safety Manager and I needed a defibrillator and I was able to order one fast and easy.  Thank you American AED."""	https://americanaed.com/
618	StormyElk-93548	04/27/2020	5	quick help on the live chat	"""quick to the point help on the live chat"""	https://americanaed.com/
619	GiftedLobster-92325	04/26/2020	5	easy	"""looking for face shields..easy to purchase.."""	https://americanaed.com/
620	HealthyKangaroo-62183	04/25/2020	4	Easy Process	"""went well, no complaints"""	https://americanaed.com/
621	FancyTiger-52969	04/25/2020	5		"""Great Products - Easy processing and free shipping"""	https://americanaed.com/
622	ElegantLeopard-51287	04/25/2020	5	Very easy to use website	"""User friendly website. Will be ordering again."""	https://americanaed.com/
623	VastSnake-48678	04/24/2020	5		"""has what they say they have!"""	https://americanaed.com/
624	trellisdlewis	04/24/2020	4		"""There was no place to edit order."""	https://americanaed.com/
625	TenseHornet-32552	04/23/2020	5	easy	"""easy to navigate and understand difference for decision making purposes"""	https://americanaed.com/
626	SpotlessSnail-44659	04/21/2020	5	Prompt service	"""Awesome pricing for life saving device"""	https://americanaed.com/
627	Drwagman	04/20/2020	5		"""Very straightforward website and simple checkout."""	https://americanaed.com/
628	PuzzledBuffalo-17370	04/16/2020	5		"""Quick and easy to order thank you for the discount!"""	https://americanaed.com/
629	FamousFish-93155	04/16/2020	5	AED Church	"""Great! Awesome so far. Even a $200 discount."""	https://americanaed.com/
630	CrowdedPigeon-24808	04/13/2020	5	product	"""Quick easy check out with product I needed for work!"""	https://americanaed.com/
631	BetterCrane-81935	04/11/2020	5	Accurate website!	"""Very detailed description"""	https://americanaed.com/
632	LightWoodchuck-67815	04/07/2020	5	BAM!	"""Sorry I missed Steve. He's the best to work with."""	https://americanaed.com/
633	GracefulWren-37542	04/07/2020	5	quick and easy	"""Quick and easy way to order all supplies for my ZOLL AED."""	https://americanaed.com/
634	EagerFox-55722	04/07/2020	5	Quick, easy, best price online.	"""Quick, easy, best price online."""	https://americanaed.com/
635	robertcoscia23	04/06/2020	5	Real Service for Real People in Real Estate	"""Quick 
Professional
Quality Product
A Real Lifesaver"""	https://americanaed.com/
636	ToughLizard-58006	04/04/2020	5	simple cart, great price and great value.	"""Can't wait to review shipping/handling as well!"""	https://americanaed.com/
637	EnergeticRaccoon-5339	04/03/2020	5	Great buying experience	"""I compared many websites to choose the best AED for home. This site has the best and comprehensive explanation im detail for layperson like me."""	https://americanaed.com/
638	CourageousBear-85318	04/03/2020	4		"""Very detailed explanations of what product looks like ,how to use and video directions."""	https://americanaed.com/
639	ProudCheetah-51066	04/02/2020	4	Easy site to manuever, but payment was slow	"""Took forever for the payment to process"""	https://americanaed.com/
640	AnxiousMoth-68130	03/31/2020	4	Simple Online Shopping	"""Easy online shopping experience"""	https://americanaed.com/
641	ImportantIguana-67154	03/30/2020	5		"""Easy to navigate website"""	https://americanaed.com/
642	comforti10	03/30/2020	5	Bus Driver	"""Easy to use. Wish you had paypall"""	https://americanaed.com/
643	AnxiousBuffalo-47002	03/30/2020	5	Satisfied 	"""The ordering process was simple. I hope the product is arrive quickly and made with quality."""	https://americanaed.com/
644	QuaintStingray-79966	03/28/2020	5	Scared paramedic during a pandemic 	"""Easy to order , please get here fast"""	https://americanaed.com/
645	CloudySnail-29127	03/24/2020	5	EZ 	"""Simple, easy ordering. Great options to pay."""	https://americanaed.com/
646	PreciousMockingbird-40237	03/24/2020	5		"""Very easy to order. Love free shipping!"""	https://americanaed.com/
647	CourageousSwift-97892	03/23/2020	5		"""Fantastic warranty with products. Excellent customer service.  Quick shipping."""	https://americanaed.com/
